Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Category,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,34,72,-,0,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0071,"Zidovudine/Lamivudine (AZT/3TC), 60/30mg, pack of 60 dispersible tablets",ART,Bottle,0,0,0,70,-,0,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,286,-,0,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,100,75,60,300,-,0,25
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,"4,000","2,400","3,130",200,-,10,"-1,400"
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,400,450,100,-,0,200
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0941,Pima Bead standard,HIV Monitoring,Each,0,0,5,0,-,30,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,TBA14,Pima thermal paper,HIV Monitorin,Roll,0,0,0,124,-,0,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,400,120,63,420,-,0,-40
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,86,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,34,12,329,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,10,53,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF5555,"Cabotegravir long Acting, 200mg/ml, 3ml.",PrEP,Vial,0,0,0,61,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,78,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,16,345,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,5,8,0,-,1,-3
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,80,74,160,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,153,379,542,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,600,509,384,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF5278,"Tenofovir Disoproxil Fumarate/Lamivudine/Efavirenz (TDF/3TC /EFV), 300/300/400mg, pack of 30 tablets (5A)",ART,Bottle,0,0,0,6,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,30,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0071,"Zidovudine/Lamivudine (AZT/3TC), 60/30mg, pack of 60 dispersible tablets",ART,Bottle,0,0,0,18,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,33,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,25,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,600,834,0,-,15,400
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,200,134,150,-,0,-50
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0941,Pima Bead standard,HIV Monitoring,Each,0,0,5,0,-,30,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,TBA14,Pima thermal paper,HIV Monitorin,Roll,0,0,0,142,-,0,0
01/07/2026,Normal,Karonga,KA0205,Kaporo Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,0,40,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,2,1,93,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,32,268,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF1104,"Darunavir (DRV) 600mg, pack of 60 tablets",ART,Bottle,0,0,0,1,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,135,-,0,-25
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,30,99,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,4,58,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,192,160,"2,442",-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,772,908,584,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,8,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,2,16,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,50,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,600,900,100,-,0,400
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,0,9,125,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF0941,Pima Bead standard,HIV Monitoring,Each,0,0,0,1,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,TBA14,Pima thermal paper,HIV Monitorin,Roll,0,0,1,21,-,0,0
01/07/2026,Normal,Mchinji,MC1633,Kapiri Health Centre,CHAM Hospital,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,14,40,-,0,20
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,12,24,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,4,0,-,30,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,180,60,0,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,74,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,10,7,50,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0076,"Lopinavir/Ritonavir (LPV/r), 100/25mg, pack of 60 tablets",ART,Bottle,0,0,0,4,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,5,2,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,10,0,0,10,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,90,177,97,315,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,208,260,296,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,4,0,-,30,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0071,"Zidovudine/Lamivudine (AZT/3TC), 60/30mg, pack of 60 dispersible tablets",ART,Bottle,0,0,0,40,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,5,-,0,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,0,34,0,-,30,0
01/07/2026,Normal,Mangochi,MH2505,Kapire Dream Centre,Health Centre,Private,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,67,0,-,0,-100
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,2,1,131,-,0,4
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,12,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,68,136,35,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,3,1,109,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,9,141,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,4,7,1,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,36,27,360,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,37,80,0,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,315,246,312,-,0,3
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,3,0,-,30,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,4,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,17,50,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,400,"1,300",100,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,250,634,100,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1105,Kapili Health Centre,CHAM,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,20,14,60,-,0,0
01/07/2026,Normal,Kasungu,KU1073,Kapichira Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,0,2,10,-,0,0
01/07/2026,Normal,Kasungu,KU1073,Kapichira Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,0,20,0,-,30,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,7,-,0,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,3,-,0,-3
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,2,9,-,0,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,8,-,0,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,4,4,-,0,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,1,1,-,0,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,4,2,15,-,0,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,5,2,60,-,0,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,48,29,0,-,2,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,4,5,-,0,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,9,50,-,0,0
01/07/2026,Normal,Chikwawa,CK021,Kapichira Escom Clinic,Clinic,Private,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,0,67,200,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,16,12,-,0,12
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,12,39,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,10,7,20,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,28,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,30,25,30,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,4,5,0,-,20,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,2,2,4,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,294,246,213,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,200,162,179,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,14,9,0,-,0,10
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,32,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,50,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,300,267,200,-,0,300
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,50,50,150,-,0,0
01/07/2026,Normal,Dedza,DZ1713,Kaphuka Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,0,40,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,11,6,14,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,1,1,-,0,1
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,0,31,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,2,39,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,10,9,10,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,8,3,0,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,2,44,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,20,31,70,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,190,128,256,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,6,2,10,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,13,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,25,9,25,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,100,134,100,-,0,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,0,39,0,-,30,0
01/07/2026,Normal,Salima,SA1418,Kaphatenga Health Centre,CHAM,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,20,14,20,-,0,20
01/07/2026,Normal,Ntcheu,NU1813,Kapeni Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,20,-,0,0
