Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Category,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,65,-,0,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,37,0,-,30,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,17,12,0,-,9,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF0570,"Atazanavir/Ritonavir (ATV/r), 300/100mg, pack of 30 tablets",ART,Bottle,0,0,0,10,-,0,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,62,-,0,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,14,97,-,0,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,5,2,15,-,0,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,0,240,-,0,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,0,51,0,-,30,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,292,374,393,-,0,72
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,30,-,0,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,50,-,0,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,100,134,100,-,0,-100
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,50,50,200,-,0,0
01/07/2026,Normal,Karonga,KA0217,Kasoba Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,20,20,0,-,20,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,1,10,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,0,15,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,1,56,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF0570,"Atazanavir/Ritonavir (ATV/r), 300/100mg, pack of 30 tablets",ART,Bottle,0,0,0,8,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,2,31,-,0,1
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,5,42,-,0,36
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,1,6,-,30,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,1,2,8,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,75,56,132,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,96,137,0,-,10,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,8,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,8,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,50,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,0,200,100,-,0,100
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,100,84,450,-,0,0
01/07/2026,Normal,Nkhota Kota,KK1122,Kasitu Health Centre,CHAM,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,20,27,20,-,0,40
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,85,-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,7,104,-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,16,19,8,-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,60,-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,17,143,-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,7,0,-,30,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,410,203,"1,251",-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,330,477,111,-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,1,0,-,30,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,4,2,26,-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,17,25,-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,700,"1,200",0,-,0,700
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,200,134,100,-,0,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF0941,Pima Bead standard,HIV Monitoring,Each,0,1,4,0,-,27,0
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,TBA14,Pima thermal paper,HIV Monitorin,Roll,5,0,0,40,-,0,15
01/07/2026,Normal,Ntcheu,NU1814,Kasinje Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,20,40,-,27,40
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,4,49,-,0,-11
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,9,7,-,0,0
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,10,-,0,0
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,15,10,59,-,0,0
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,10,-,0,10
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,7,20,-,30,20
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,36,140,0,-,24,-164
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,240,250,0,-,2,40
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,36,-,0,0
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,2,-,0,0
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,50,-,0,0
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,400,367,500,-,0,-100
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,50,67,250,-,0,0
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF0941,Pima Bead standard,HIV Monitoring,Each,0,0,0,1,-,0,0
01/07/2026,Normal,Dedza,DZ1714,Kasina Health Centre,CHAM,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,20,18,0,-,11,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,0,20,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,6,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,2,17,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,0,6,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,0,20,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,0,25,163,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,86,42,149,-,0,-70
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,0,8,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,12,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,100,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,200,134,100,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,50,42,200,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF0941,Pima Bead standard,HIV Monitoring,Each,0,0,0,1,-,0,0
01/07/2026,Normal,Chitipa,CP0107,Kaseye Health Centre,CHAM Hospital,CHAM,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,7,20,-,0,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,7,0,-,30,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF0570,"Atazanavir/Ritonavir (ATV/r), 300/100mg, pack of 30 tablets",ART,Bottle,0,0,0,5,-,0,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,0,0,24,-,0,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,4,24,-,0,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,123,0,-,30,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,20,40,0,-,10,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,153,75,28,-,0,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF5278,"Tenofovir Disoproxil Fumarate/Lamivudine/Efavirenz (TDF/3TC /EFV), 300/300/400mg, pack of 30 tablets (5A)",ART,Bottle,0,0,16,0,-,30,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,8,-,0,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,75,-,0,75
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,200,380,0,-,5,100
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,50,54,350,-,0,0
01/07/2026,Normal,Dowa,DA1322,Kasese Health Centre,CHAM Hospital,Private,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,20,0,-,30,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,4,2,-,30,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,0,4,16,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,0,7,27,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0570,"Atazanavir/Ritonavir (ATV/r), 300/100mg, pack of 30 tablets",ART,Bottle,0,0,0,10,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,0,0,24,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,5,7,30,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0076,"Lopinavir/Ritonavir (LPV/r), 100/25mg, pack of 60 tablets",ART,Bottle,0,0,0,14,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,0,2,2,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,0,13,103,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,98,78,41,-,0,-11
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,64,159,0,-,20,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0011,"Zidovudine /Lamivudine(AZT/3TC), 300mg/150mg, pack of 60  tablets",ART,Bottle,0,0,9,2,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0230,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60/30/50mg, pack of 60 dispersible tablets (2P)",ART,Bottle,0,0,0,12,-,30,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF5410,"Bioline HIV 1/2, Kit of 25 tests",HIV Test,Test,0,0,0,50,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0088,"Determine HIV 1/2, Kit of 100 Tests",HIV Test,Test,0,200,300,0,-,30,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF5099,"OraQuick HIV Self Test Kit, Pack of 25 Tests",HIV Self-Test,Test,0,25,50,400,-,0,0
01/07/2026,Normal,Kasungu,KU1033,kasalika Health Centre,Health Centre,Government of Malawi,GF0090,"Unigold, Kit of 20 tests",HIV Test,Test,0,0,7,20,-,0,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF5118,"Abacavir/Lamivudine (ABC/3TC), 120/60mg, pack of 30 dispersible tablets",ART,Bottle,0,0,0,"1,173",-,0,-28
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF1103,"Abacavir/Lamivudine (ABC/3TC), 600/300mg, pack of 30 tablets",ART,Bottle,0,100,34,499,-,0,-27
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF5672,"Abacavir/Lamivudine/Dolutegravir, 60/30/5 mg pack of 180 tablets",ART,Bottle,0,200,131,517,-,0,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0570,"Atazanavir/Ritonavir (ATV/r), 300/100mg, pack of 30 tablets",ART,Bottle,0,0,0,88,-,0,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF1104,"Darunavir (DRV) 600mg, pack of 60 tablets",ART,Bottle,0,4,35,0,-,22,4
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF5282,"Dolutegravir (DTG) dispersible, 10mg, pack of 90 dispersible tablets",ART / PEP,Bottle,0,10,4,519,-,0,1
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF5022,"Dolutegravir (DTG), 50mg, pack of 30  tablets",ART / PEP,Bottle,0,100,132,908,-,0,50
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0074,"Efavirenz (EFV), 200mg, pack of 90 tablets",ART,Bottle,0,0,0,8,-,0,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0076,"Lopinavir/Ritonavir (LPV/r), 100/25mg, pack of 60 tablets",ART,Bottle,0,0,0,40,-,0,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0812,"Nevirapine (NVP), 50mg/5ml, bottle of 100ml oral suspension",ART,Bottle,0,60,38,0,-,0,-37
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF5163,"Ritonavir (r),100mg, pack of 30 tablets",ART,Bottle,0,0,70,0,-,30,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0072,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300/300mg, pack of 30 tablets",PrEP,Bottle,0,120,350,17,-,0,137
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0078,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 30 tablets (13A)",ART / PEP,Bottle,0,0,952,0,-,30,0
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF0078-A,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300/300/50mg, pack of 90 tablets (13A)",ART / PEP,Bottle,0,"2,340","1,648","1,316",-,0,-374
01/07/2026,Normal,Karonga,KA0206,Karonga DHO Pharmacy,District Health Office,Government of Malawi,GF5278,"Tenofovir Disoproxil Fumarate/Lamivudine/Efavirenz (TDF/3TC /EFV), 300/300/400mg, pack of 30 tablets (5A)",ART,Bottle,0,0,2,0,-,30,0
