Period,Order Type,District,Facility Code,Facility Name,Facility Type,Facility Operator,Product Code,Product,Unit of Issue,Quantity Received,Quantity Issued,AMC,Closing balance (SOH),Requested Quantity,Total stockout days,Total losses and adjustments
01/08/2026,Normal,Chitipa,CP0105,Kameme Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"18,432","6,912","5,136","29,808",-,0,0
01/08/2026,Normal,Chitipa,CP0105,Kameme Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,300,316,840,-,0,100
01/08/2026,Normal,Chitipa,CP0105,Kameme Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,228,522,-,0,0
01/08/2026,Normal,Chitipa,CP0105,Kameme Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,96,86,294,-,0,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,10,60,-,0,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,0,20,-,0,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,4,15,-,0,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,25,40,0,-,18,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,40,47,100,-,0,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,40,29,656,-,0,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,15,0,-,30,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"26,928","10,944","6,539","15,984",-,0,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,340,380,175,-,0,120
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,200,374,"1,282",-,0,0
01/08/2026,Normal,Kasungu,KU1006,Kamboni Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,153,186,321,-,0,6
01/08/2026,Normal,Mulanje,MJ3206,Kambenje Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,0,30,-,0,0
01/08/2026,Normal,Mulanje,MJ3206,Kambenje Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,30,14,66,-,0,0
01/08/2026,Normal,Mulanje,MJ3206,Kambenje Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,0,0,80,-,0,0
01/08/2026,Normal,Mulanje,MJ3206,Kambenje Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,50,33,75,-,0,0
01/08/2026,Normal,Mulanje,MJ3206,Kambenje Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,70,-,0,0
01/08/2026,Normal,Mulanje,MJ3206,Kambenje Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"22,320","15,264","16,320","23,040",-,0,0
01/08/2026,Normal,Mulanje,MJ3206,Kambenje Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,"1,200","1,067","2,066",-,0,"-2,000"
01/08/2026,Normal,Mulanje,MJ3206,Kambenje Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,200","1,067","3,128",-,0,-800
01/08/2026,Normal,Mulanje,MJ3206,Kambenje Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,498,435,48,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,BB010800,"Calcium gluconate 10%, 10ml",Each,0,0,0,21,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,HH000104,"Delivery Drape, Calibrated",Each,0,0,0,200,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,0,7,110,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,400,0,0,520,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,5,2,15,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,126,20,25,106,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,5,5,2,0,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,"1,244",384,130,860,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP003800,Male condoms,Each,"11,520","14,976","22,129","77,040",-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,91,360,640,51,-,0,20
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,090",860,"2,310",-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,13,3,-,0,0
01/08/2026,Normal,Kasungu,KU1005,Kaluluma Rural/ Community Hospital,Rural/Community Hospital,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,235,"1,176","1,413","2,473",-,0,0
01/08/2026,Normal,Dedza,DZ1710,Kalulu Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,30,34,0,-,0,0
01/08/2026,Normal,Dedza,DZ1710,Kalulu Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"11,520",576,"1,392","12,816",-,0,0
01/08/2026,Normal,Dedza,DZ1710,Kalulu Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,0,67,0,-,30,0
01/08/2026,Normal,Dedza,DZ1710,Kalulu Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,0,67,0,-,30,0
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,10,7,15,-,0,0
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,0,10,-,0,0
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,1,1,29,-,0,20
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,25,19,32,-,0,0
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,10,14,0,-,2,0
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,35,63,0,-,4,0
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,60,-,0,0
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"22,896","13,680","19,872","13,248",-,0,0
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,320,498,180,-,10,500
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,400,717,200,-,18,600
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,FP000600,Oral Contraceptive Tablets - Levonogestrel Only 0.3mg (Microlut),Each,0,0,0,81,-,0,0
01/08/2026,Normal,Phalombe,PE3505,Kalinde Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,109,88,464,-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,50,0,0,100,-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,0,50,-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,0,740,-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,5,2,15,-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,10,4,40,-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,4,17,0,-,20,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,20,-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"21,168","4,752","5,232","18,144",-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,100,74,528,-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,200,267,400,-,0,0
01/08/2026,Normal,Ntcheu,NU120500,Kalimanjira Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,6,29,0,-,10,0
01/08/2026,Normal,Mzimba South,MZS0513,Kalikumbi Health Centre,CHAM,CHAM,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,24,25,88,-,0,8
01/08/2026,Normal,Mzimba South,MZS0513,Kalikumbi Health Centre,CHAM,CHAM,FP003800,Male condoms,Each,0,200,"3,187",360,-,0,"-5,632"
01/08/2026,Normal,Mzimba South,MZS0513,Kalikumbi Health Centre,CHAM,CHAM,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,200,253,360,-,0,0
01/08/2026,Normal,Mzimba South,MZS0513,Kalikumbi Health Centre,CHAM,CHAM,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,648,315,200,-,0,0
01/08/2026,Normal,Mzimba South,MZS0513,Kalikumbi Health Centre,CHAM,CHAM,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,114,38,294,-,0,408
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,BB021301,"Dexamethasone Injection 5mg/2ml,2ml",Each,0,0,21,0,-,30,0
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,BB048900,"Magnesium Sulphate, 50%, Injection, Ampoule of 2ml, Subcutaneous",Ampoule,0,0,14,30,-,0,0
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,FP002400,Copper containing IUCD (Copper T®),Set,0,0,4,13,-,0,0
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,ST062500,Female Condoms,Piece,0,0,0,16,-,0,0
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,FP004100,"Implanon (Etonogestrel 68mg),Implant,1 rod,",Pack,0,65,35,87,-,0,50
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,FP003700,"Jadelle( Levonorgestrel  75mg/rod),2rod Implant,5  year Efficacy",Set,0,40,24,70,-,0,0
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,FP004700,"Levonorgestrel (0.75mg, 2 Tab) or (1.5mg, 1 Tab) Pack - Emergency Pill",Piece,0,30,35,171,-,0,100
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,FP004151,"Levoplant (Levonogetrel75mg/rod),2rod Implant,3  years Efficacy",Vial,0,0,0,50,-,0,0
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,FP003800,Male condoms,Each,"41,328","9,072","27,321","33,264",-,13,0
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,BB049500,"Medroxyprogesterone Acetate Intramuscular Injection, 150mg/ml e.g Depo Provera/Triclofem,",Cycle,0,300,354,333,-,0,160
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,FP004900,"Medroxyprogesterone Acetate,Subcutaneous Injection, 104mg/0.65ml e.g  Sayana Press",Each,0,"1,200","1,334","1,005",-,0,400
01/08/2026,Normal,Balaka,BLK3603,Kalembo Health Centre,Health Centre,Government of Malawi,FP000200,"Oral Contraceptive, combined low oestrogen (Microgynon) Ethinylestradiol 0.03mg + Levonorgestrel 0.15mg",Cycle,0,462,454,828,-,0,0
01/08/2026,Normal,Nsanje,NJ3402,Kalemba Hospital,CHAM Hospital,CHAM,ST062500,Female Condoms,Piece,0,"1,660",554,0,-,0,0
